EFECTIVO;CXC;INVENTARIO;EQ_OFICINA;EQ_TRANSPORTE;TERRENOS_Y_CONSTRUCCIONES;CXP;CONTRIBUCIONES_X_PAGAR;ANTICIPOS_CTE;CAP_SOCIAL;UTILIDADES_ACUMULADAS;UTILIDAD_O_PERDIDA;TOTAL_VENTAS;TOTAL_COMPRAS;UTILIDAD_BRUTA;TOTAL_GASTOS;OBJETIVO
3242356167;10153028.87;5435770272999990;1006010465;4228713918;;20549328.73;2270031852;1357849996;1170601497;1077113212;;17511841.85;14751048.78;8892723.36;;1
6324815518;5421639052;14559768.69;3575546713;;7286658881;13138873.32;2194376876;8636943890000000;38309741339999900;4167561915;1632914313;74125361.49;4618554598;8406706824;14270592.2;1
9021834149;;27490645.15;85259936.14;;-33032712830000000;134473688.0;3437945425;19028851.64;;22941154.72;-4554212251;;537530795.5;53162705.31;41546793.23;1
6246856805;;33669760360000000;;;6579779497;3783540918;7763286252000000;1704130198;;-18831331.04;898866843;28791680.19;31772375.18;16481245.01;15936981.67;1
;12200547.62;11123714.56;1214791.51;4742967629;4936821932;;;2208351205;1336595535;;-4535728126;39779575.24;;16084399.24;14362904.39;1
1708180211;9077924866;2842680736;;15208028569999900;9149476446;13085708.7;4126795916;3917548818;4889913.79;2499133194;-4940132576;54502187.35;21951410.86;6038444352999990;10658473.48;1
8528907598;17676392.51;;17358584430000000;5275527.17;-5817031948;;3725789763;7517630537;6057474167;29980709289999900;7724650812;309277815.1;549438974.9;71928759.78;;1
6203786059;8585162.24;27209342.64;1842821902;536103016;8478174281;25359921.73;2525253725;2732024184;6180381355;;-7009667.12;45710007.49;;4067732727;5370611782000000;1
7478332074;33481423.52;;5549929267999990;39915235539999900;1944626798;53750698.07;7197483945;12822855.2;6761296352999990;9543964447;;269330773.6;500542216.6;31548672.82;26309461.06;1
3300614006;20614262.42;13052965.62;8887861581;7462582932;;19841593.01;;1586509899;14924184.74;5607744284;-459428902;110144393.5;111372241.7;26806401.89;;1
3588943519;4149464015;1852730196;9805823587;17554622380000000;;18792789540000000;2663161488;19542004730000000;2081176187;3978325675;-5270869797;55642887.97;27217851.76;;6529043012999990;1
1314247645;1154390739;7161629058;2140600077;5108145677;2624825555;1518518254;1174554983;1806177981;4577205168;-6506417171;-2060336151;12684635.65;23827982.06;12725514.98;;1
3192358945;10040262.0;;;3618006454;1280270287;23635538.95;1110158447;2626947727;1684056774;;-2759700475;55908207.17;30710610.74;16788626.06;;1
2390858933;15987980.87;1895541226;927690037;1458111116;-8216615651000000;;4778779138;2087982269;6137713489;6885652982000000;-7957949106;;71752659.01;11995289.36;16532487.97;1
6766973939;28962806.13;160917619.4;6873811124;458110.5;9013900508;;2767036633;4705259884;12095364.72;;-4929836344;222088335.2;141555802.6;51899765.06;49553706.69;1
2330800095;14929980980000000;2653794884;5466297704;;-7947525532000000;1101940.12;;9090483669;3325636126;-6314981953;7155634548;17290170.45;14602190.32;6953127043;6948947396000000;1
4170786627;3360547792;4304007987;8701669733;;-2661455571;3405696865;322661039;7231561227;16057863269999900;-30257717060000000;-29765498880000000;5765781164;39520382.78;;;1
3598136382;;1995502334;3366960143;2241948453;-5580251248;6921748859999990;1039938436;2913122932;8087641582;-4942834613;;6312404615;4791442.07;2870683896;2048516622;1
133829535;4128371707;10182251.63;2044513824;7999064977999990;7859671422;14439375.05;;15907360080000000;1694648216;-7776505158;;19995252.37;10347859.49;1696760493;;1
9006918496;51622704.15;24728980.45;9983207142;;2033898091;42064248.07;1642569487;;8689324281;19190105.94;-7725093186000000;;457615418.4;13336231.39;13031684.94;1
211496046;7110747831;5638060153;524550144;41692588939999900;5765515187999990;1169949105;6720877566;2610828544;9303897002;-59549322129999900;8608094639;;1518656216;3468415.67;7565308244;1
8999590497;7099891962;8580575062;;522282626;1172285669;9401909594;3696352882;6965500992;7051679126;40915138389999900;2657478146;;24224326.0;15204705.45;21208947.37;1
2351890606;27455555.61;24716147.23;1940917238;2971746293;-4269499631;14529971.73;9377413421;2912439584;;10993847.71;551114144;235463034.9;92740531.39;28601681.27;32204046.95;1
4272757011;9770112754;3482689338;14929801840000000;1169495601;594805799;25414486.76;3601866659;;1453792207;11632085.96;-5164134812;84921597.76;60423359.15;6437168001;5089348.02;1
2192957217;;20923280.03;3670119337;286205665;8437634863;34307875.55;3739518104;8903936035;9258820241;-6187117779;-1166405487;48209246.43;23473166.51;26748492.23;24224691.69;1
2409865739;8189611473999990;;1089222938;4961803996;-6395240175;;;9306729578;3931721695;;;195597211.7;260707358.9;27944058.21;22035085.96;1
160131698;2441769464;4559021105;4251876498;8170993551;2980232557;4375212403;107030826;;8559716052;6416082687000000;1723362531;97561427.74;;;13241210.58;1
7768737608999990;31950162410000000;4169826302;1453385106;6106061335;6003285355;1920174216;8140381814;6032124665;8663982946000000;5674880375;-2011908218;42080076.06;11924746.92;2408106606;5079133973;1
18579674300000000;37498767819999900;3747847262;1224166226;2549035849;1090804497;;4405297695;7108420555;7033451602;6621079171;;22431413.12;6856476051;4728186817;5446627813999990;1
9884957927;12626172.75;31414610.47;1529323258;1665147913;62812310879999900;20135522.06;6486842288;1720997.75;;-27287356780000000;-6174340264;51623830.69;30724428.9;;26326522.52;1
1239313965;15654201.29;42580936280000000;4992227451;;-12110453059999900;26491102.73;261204517;6774862207;1071390523;6969676844;-3274701477;62510729.52;35610786.2;13753520.6;;1
1021688445;4128610369;2646500568;1679639824;2632222491;2208705.91;6460696106000000;;1348911871;3185600728;-4394278634;-3789352417;57509186.36;42479318.06;7829151176;11331904.48;1
1130785916;2088711.06;1426566803;3446367484;1371410721;3073573184;3402743.25;3608834973;2124101533;2236042891;106363026;-3000636913;45642062.45;40085669.69;4345570307;53574517360000000;1
5990016877;46242897.98;;8478167699;3473441663;-24719461890000000;46389498.0;5779716756;;3783558688;13404701.75;-9684285278;279693089.6;229189197.8;38418936.9;37426377.07;1
2474657644;13946593190000000;1712716729;8904394257999990;;1116172424;2950056122;;8160079814;;-32127014960000000;;24832360.7;13398966.97;15386342.34;12423396.67;1
7716265963;2708235436;7709809335;2287367896;48240383389999900;5518597175;20747911.0;2249987302;;;-10610042.11;-20736782380000000;10659719.43;17855562.4;12543558.69;11902604.83;1
5845254621;2853898312;;6488315372;1239456673;-3731872905;7295762294;7960064679;18455070380000000;;;-38419990519999900;56969777.23;67999988.45;5928461774;4991463384;1
2216062087;14202599.45;29734305.98;6521783721;9801902608;5074017072;23128496.29;7006441381;3402280541;9577930291000000;;-14183467680000000;96261397.55;68750678.01;18614474.92;24154206.01;1
2807661311;22748788.96;1791594362;34566790.68;4770308927;-13660373.06;10477354.73;8156966698;3559026.95;;;-3511910.46;152278530.2;275911614.3;9272072504;10356078.26;1
1803130534;2950967741;42359061680000000;17492610569999900;9677913467999990;4943258616;1142070939;1856397737;1157911879;44668725430000000;;-1686449249;9160755612;5695095.07;17450015659999900;2079981197;1
2355264847;2598126776;1184500603;2091314761;1099409409;-5361194584;16717572869999900;;4042338171;12280956.81;;1187041.61;42822447.88;9592969.84;20634218.45;19952862.57;1
8547489564;27515123.52;2611552.72;9331007614;33733566089999900;-10717224.51;23829884.13;7506503893;1454684021;;10949439.6;9705441965;184868668.4;;55934943.7;45519205.77;1
4291261252;19361416.71;74253357129999900;8997071.21;;-2464426906;22189266.37;1344483481;4764989553;7274193057999990;10861881.39;4694067629;245369090.4;;24311545.47;26692337.16;1
5490072306;52647612.59;5868688609;19074336.02;;;41061701.66;;3020276602;;26603855.25;-6324054048;333490572.4;187593582.6;33463053.54;31424682.88;1
;15636226.07;2324992875;684084.62;267478598;;14642710.82;3604097281;4273191246;4321941868;18494714.96;-6891610353999990;64397316.04;;1458162711;31283050089999900;1
244572047;1993121226;;103214875;3459072665;7615651945;;205279734;3373114152;65664792129999900;-65561973610000000;2145462677;30646073.4;7346322.31;8189997794;12880410.32;1
;6227658358;2475059924;45137444899999900;6523923857;2098695068;1528008044;;4596865073;3673040952;-4745126196;7828515496;23953812.49;;6723448547;8085032554;1
62844823670000000;4766757698;1426205395;3664164907;5241814076;6422717576;46828427360000000;57895962439999900;8928669242;2302341238;;-3990685145;5806601839;;7704002782;1475755169;1
8211110772;3844671092;40995902339999900;2308445406;9090430204;6099532932;4840073965;8779347623;4315098119;1736417243;-4801061335;-2049931564;14624759.11;10196044.08;8001492978999990;4748791158;1
18624839819999900;5320252284;5627347581;4024149434;8346625491;7712828454;9180849.25;1478878449;10315831909999900;2555217197;;-1579799525;58674341.03;5975598386;16417147.84;13973851.57;1
2965346575;;1433235767;207874253;2781509152;;;19279638199999900;3991072124;1133514354;8481727856;-1097846669;48758084.86;11789749.32;8349414424;;1
2754919045;15892865369999900;1890431166;;;4588498301;6378395259;2520380816;1230442378;11642058590000000;-9964820083999990;-3414984.89;3822194.6;9125045285;1728082632;3420713749;1
9238293848;;9364337348;4332116833;;;12714266.24;;15521733269999900;3237036497;;-6503538281;93578088.29;74430615.34;29266987139999900;;1
9619411881;7867288711;10115407.61;;2674742867;7875820055;20274379.14;3276278412;31453348510000000;2016699398;3984796165;-6841761557999990;25711921.36;33076679.14;6014382935;4648385829;1
1618527.23;57585586.69;21730490.66;5338887036;2556477713;6490753451;74335275.26;8432233321;8533339616;44480692639999900;19296155.63;-57898184629999900;270448915.8;371942596.4;17434221.12;25388015.72;1
5956825553;65773663.52;28285470.54;;1340925374;4442553961;;2191225293;7557305313999990;9180752992;21121153.12;;;87752237.16;;26915322.62;1
9557037065;92322615.62;78452847.09;2265927329;1682439.2;6542141819;166019277.3;10931742659999900;11310691.21;5650358231000000;24896118.72;-7040168182;507378236.9;590095792.0;46973450.83;;1
2605418388;26868382.98;46363903.69;1467229013;138356867;8542001017;61686388.56;;16195048159999900;7249622501000000;22348257.2;-7981636565;;43564138.08;13263653.8;12881489.22;1
8409981949;37234906580000000;2284948027;3610169784;5255681602;-2313933028;40072776610000000;1644171115;218793438;7938447203;;;24459750.45;4766992.36;10092968.27;;1
5191105375;5824771958;41621922360000000;1549980813;8391594243;6674895699;6018200511;;2044897836;131758652;1516232436;4387483832;22017511.3;33282748210000000;31932555510000000;21367982709999900;1
3058482173;18346790.63;16650109.64;;5526635767;1886122815;23801552.24;748071675;10792254579999900;8993861.91;2595145661;-1491809539;75144778.77;67510805.46;16113065.9;31109945.33;1
2807902354;;5394614868;;;4843267722;2240422693;3361834623;1675755306;4011237778;12426387.42;-5518517215;32773316.55;38549630.16;32267881139999900;5685610958;1
5734114724;8077820315;3695879013;;2300063594;-11587422.25;3386518175;2075998434;1034314447;194761255;12902163.71;1292811567;68426548.3;13708679.48;4670239774;5117742141;1
1598102545;2112277409;1513777765;1369725326;7119985428;;8492182864;6736291849;6087260444;8013516874;-8407086934;-9998013707;;9189370922;1634068948;2070876015;1
1162580871;11498160.15;4440115499;5177871963;3030989918;-4635205841;12148230.49;1659211774;2108805997;9473606664;;8518231967;240072323.4;54106802.91;32549426.84;32731730.75;1
1179068.34;7376719.56;21136511380000000;8299415171;1780900475;;13624755.46;6791059782000000;296732661;3922228539;2546814649;-6296201759;;33439557.73;11024485.32;18210582.79;1
3644840354;11647072659999900;39044597139999900;1520067837;1031128803;4239252842;2116779761;1253944763;1168861087;14281456430000000;-36686388510000000;7788078217;49291640.92;11688961.93;;13456934.79;1
6102175467;;28425228239999900;1601763729;4360764318;7347118933999990;;1448984627;1116226648;9055274281;-3181526042;;10453829.11;5917333367000000;2033765824;17793368390000000;1
1322414426;29945904.09;63892220.23;5814359043;;7481865622;56477625.21;4627369472;5621571597;11191104.49;;;309799764.3;266092054.9;;38339215.29;1
;;6506231659;1225312973;5972810236;1445394584;5377228802999990;2556083262;6662454028;6228928696;-8558057626;5695428352;50850941.77;15450602.31;14723668.41;16175917.41;1
2485658506;;10969970.32;3793416.71;1227814504;-2403909.34;;2699064683;6544436.56;2253757977;12803762.92;-3503828972;189829087.0;78200654.48;;17821939.04;1
40421697210000000;1561953698;74839989860000000;3163027109;61062635760000000;7476959232000000;4327296287;8692312769;2182821493;6068004985;;;7624042992000000;34075628.22;23255880330000000;4337733502;1
2168853841;29226757.22;26249918.53;;4720902786;8087154687999990;89036184.2;;3454731647;37920446689999900;5075901652;-4464774.41;;69305196.53;39117675.07;;1
2833103516;1092985277;4945344914;2309399587;1121426854;12271156409999900;1608639695;1478193816;1408650769;3787458622;-13734853.23;580596071;14890323.53;31302422.49;10867550.01;15628559.39;1
1670157024;559703121;8529720405;9048672840000000;5712855407000000;-10253190.78;7053227975;7328569643;;5430520296;7919675791;;79699465.19;40703877.71;6752877732999990;4330341076;1
1608078511;8979050.34;;;3278822568;3483145936;11096544.54;3047950517;2939859454;4308864451;-8752868966;;122445652.8;29325305.59;23395803.08;17055617.0;1
;31534400.49;13578863.28;8526071008;2415490671;-1653139.19;26518612.25;3601023.62;4573359061000000;4646093533;20839708.75;-6663131532000000;77573923.5;;8215757857000000;14112219.24;1
2489227312;15877413.43;1962523786;7529034.79;1301250942;-10075598.6;10461594.87;4037847963;2386759151;2291813703;8387251698;;45756463.25;33929843.31;7712095352999990;12532863.29;1
1695268538;7761916379;141085918;13952019230000000;;-6672186687999990;;;;2485772.83;-4190554687;625368578;;5823076657;10152595179999900;16652129640000000;1
1003013615;2638444628;2628559989;1378248188;;-6696217818;7200466.74;3667241444;6696807551;9985952635;1058306955;;62758313.3;15139733.2;11734796.76;16037422.11;1
5596943561000000;22952552.11;13406688.74;2156571973;;-6567212052999990;;6977783653;3219261297;14409712.7;9063619311;;122964635.0;;35714228.81;29928810.91;1
;10486584.58;7138662286;2269204439;5821302902;;11357549.28;5000677528;17201786630000000;5515215982999990;8542710004;-1088553.12;78182065.29;38618351.35;13658583.67;16565869.71;1
3427515.24;;;;;6951301127;29820115.0;1020213448;;26926670.26;-8910708071;9156186196999990;77451340.17;94539416.44;31079085.84;26999920.59;1
3207703597;;17615039.96;5410287777;1083767018;8322165727000000;14663409.01;1257317624;6724581503;2212286637;;5036279257;72660376.71;27945327.68;30963260.15;;1
7542317136000000;3638720844;11944491.42;3148570905;2013085258;;11461928190000000;9669693007;2456307377;6558516033;-6022276967;-8204989673;19436923.02;76633140770000000;;5267230598;1
5383704964;3678921265;11353644.37;;1619674275;8534069046;2060119871;1857210447;1902842249;3524275515;-10703569.41;-1567557175;8180294477999990;10903750.45;5793450699;6817195.28;1
5290439361;12632448.35;6023260223999990;667758223;6280931154;;16641346.78;3042150407;1841728351;3460099365;;-45956582639999900;40241755.64;81897423.54;5686415775;12524793.04;1
5335453096;2737329567;3737291715;4232361037;6815564029;3925900494;7064101716;1391890818;34198421560000000;4294191334;;-25177858680000000;20252733.47;21741365.13;1982759695;4547928185;1
1950271983;15573502.82;11175575.17;1325285664;27243369639999900;-962832527;;;3011153.71;;4403128554;-7268142151;156960669.8;103750491.1;33456987.65;22839023.21;1
5902088296;3139365962;935897196;397176192;5372335179;1035462186;180780362;1233354706;2665773024;8749737679;;1072801245;7215385.1;;3281312933;6616784292;1
3136855564;11500875.33;35276407.84;;4688263515;7901848396000000;29915715.74;38957424719999900;5603529019;3185877775;-5026700596;;94234184.33;55765607.45;27017196.97;27178336.64;1
;;35448256469999900;6909024601;1922419429;-9550743.25;;34553284530000000;9487226187;1144802789;-15486748.81;;14094163.85;11647725.67;9370108962000000;;1
;;15271207.73;66873439.11;4672837506;-9380501202;;5496277239;17755800.78;8687907794;22514382.21;-5951310386;;;30703695.47;25698801.45;1
6810599912;9461141116;39853301.6;;;7255101496;21053353.14;7410963078;2636249913;9264033786;2804700.73;-5159699156;68211366.2;81793931.55;;15102335.98;1
1385111.55;1443084511;1941017967;4995797155;4320744139;-5028332716;1965540906;7246891116;3115255215;3874886354;-5648623307999990;8032426946;30551238.04;;12925809.05;;1
6663070727;12417569.29;;205607937;1996343454;8750188616;25274856.95;8663301713;1329932658;5334207665;4348841433999990;;;30765841.99;14714770.13;18196840.01;1
